Station,Location,Elevation,Date,Temp Max,Temp Avg,Temp Min,Precip Total
ILECH44,"Lech, AT",4869,5/3/23,55,43.6,34.7,0.12
ILECH44,"Lech, AT",4869,5/4/23,63,46.6,31.1,0
ILECH44,"Lech, AT",4869,5/5/23,64.4,50.3,39.4,0.42
ILECH44,"Lech, AT",4869,5/6/23,60.3,49.1,42.8,0.42
ILECH44,"Lech, AT",4869,5/7/23,62.4,49.1,37.9,0.65
ILECH44,"Lech, AT",4869,5/8/23,54.5,46.7,42.3,0.65
ILECH44,"Lech, AT",4869,5/9/23,64,50,41,0.36
ILECH44,"Lech, AT",4869,5/10/23,45.5,40.8,33.1,0.96
ILECH44,"Lech, AT",4869,5/11/23,43.3,37.4,32.7,0.98
ILECH44,"Lech, AT",4869,5/12/23,50.4,43.2,37.6,0.74
ILECH44,"Lech, AT",4869,5/13/23,51.4,43.4,38.7,0.09
ILECH44,"Lech, AT",4869,5/14/23,47.5,42.2,37.8,0.22
ILECH44,"Lech, AT",4869,5/15/23,49.6,40.4,33.1,0.57
ILECH44,"Lech, AT",4869,5/16/23,41.7,39.6,35.6,0.79
ILECH44,"Lech, AT",4869,5/17/23,37.6,35.5,33.1,0.85
ILECH44,"Lech, AT",4869,5/18/23,50.2,40.5,30.4,0.07
ILECH44,"Lech, AT",4869,5/19/23,56.3,45.7,38.8,0.13
ILECH44,"Lech, AT",4869,5/20/23,63.5,50.9,41.5,0.13
ILECH44,"Lech, AT",4869,5/21/23,65.7,53.2,39.7,0
ILECH44,"Lech, AT",4869,5/22/23,68.5,54.3,39,0
ILECH44,"Lech, AT",4869,5/23/23,60.8,51.3,47.1,0.56
ILECH44,"Lech, AT",4869,5/24/23,49.3,46.1,42.1,0.56
ILECH44,"Lech, AT",4869,5/25/23,66.6,51.9,41.7,0.12
ILECH44,"Lech, AT",4869,5/26/23,64.4,53,40.3,0
ILECH44,"Lech, AT",4869,5/27/23,64.6,51.9,38.8,0
ILECH44,"Lech, AT",4869,5/28/23,62.6,50.9,40.8,0
ILECH44,"Lech, AT",4869,5/29/23,63.3,51,36.5,0
ILECH44,"Lech, AT",4869,5/30/23,63.7,50.1,37,0.01
ILECH44,"Lech, AT",4869,5/31/23,64.8,51.6,37,0.01
ILECH44,"Lech, AT",4869,4/1/23,39.2,35.3,32.5,0.48
ILECH44,"Lech, AT",4869,4/2/23,43.7,35.5,31.1,0.32
ILECH44,"Lech, AT",4869,4/3/23,34,29.6,24.3,0.16
ILECH44,"Lech, AT",4869,4/4/23,32.4,24.6,15.4,0.04
ILECH44,"Lech, AT",4869,4/5/23,36.1,26.6,16.3,0
ILECH44,"Lech, AT",4869,4/6/23,43.2,30.5,18.5,0
ILECH44,"Lech, AT",4869,4/7/23,42.8,33.9,28.6,0
ILECH44,"Lech, AT",4869,4/8/23,38.7,32.8,30.6,0.18
ILECH44,"Lech, AT",4869,4/9/23,42.6,34.2,28,0.18
ILECH44,"Lech, AT",4869,4/10/23,51.4,35.9,21.2,0
ILECH44,"Lech, AT",4869,4/11/23,39.7,36.2,33.4,0.25
ILECH44,"Lech, AT",4869,4/12/23,51.1,38.6,32.5,0.48
ILECH44,"Lech, AT",4869,4/13/23,34.2,29.9,27.5,0.48
ILECH44,"Lech, AT",4869,4/14/23,45.7,30.3,21.9,0.27
ILECH44,"Lech, AT",4869,4/15/23,45.7,29,14.5,0.27
ILECH44,"Lech, AT",4869,4/16/23,39.6,33.5,30.4,0.5
ILECH44,"Lech, AT",4869,4/17/23,43.7,35.4,29.8,0.5
ILECH44,"Lech, AT",4869,4/18/23,34.3,31.3,29.1,0.21
ILECH44,"Lech, AT",4869,4/20/23,41.4,35.5,32.2,0.11
ILECH44,"Lech, AT",4869,4/21/23,56.1,41.7,32.7,0.12
ILECH44,"Lech, AT",4869,4/22/23,60.4,44.7,31.1,0.07
ILECH44,"Lech, AT",4869,4/23/23,58.8,45.5,36,0.25
ILECH44,"Lech, AT",4869,4/24/23,45.1,36.3,32.5,0.6
ILECH44,"Lech, AT",4869,4/25/23,42.3,34.3,31.3,0.6
ILECH44,"Lech, AT",4869,4/26/23,49.3,38.6,30.9,0.25
ILECH44,"Lech, AT",4869,4/27/23,52.7,42.4,36.5,0.2
ILECH44,"Lech, AT",4869,4/28/23,46.4,40.5,35.6,2.59
ILECH44,"Lech, AT",4869,4/29/23,55.4,46.2,39.7,2.71
ILECH44,"Lech, AT",4869,4/30/23,56.3,44.5,34.5,0.24
ILECH44,"Lech, AT",4869,3/1/23,42.8,24.6,10.2,0.13
ILECH44,"Lech, AT",4869,3/2/23,47.5,29.9,18.7,0.09
ILECH44,"Lech, AT",4869,3/3/23,41.5,28.3,15.8,0
ILECH44,"Lech, AT",4869,3/4/23,40.1,30,18.7,0
ILECH44,"Lech, AT",4869,3/5/23,38.5,25.6,15.8,0
ILECH44,"Lech, AT",4869,3/6/23,34.2,24.1,15.4,0
ILECH44,"Lech, AT",4869,3/7/23,44.6,28.2,16.7,0
ILECH44,"Lech, AT",4869,3/8/23,41.2,33.2,22.8,0.32
ILECH44,"Lech, AT",4869,3/9/23,49.5,37.2,28.9,0.54
ILECH44,"Lech, AT",4869,3/10/23,42.1,34,28.4,0.42
ILECH44,"Lech, AT",4869,3/11/23,36,29.7,26.1,0.16
ILECH44,"Lech, AT",4869,3/12/23,39.9,33.6,28.6,0.53
ILECH44,"Lech, AT",4869,3/13/23,57.2,42,27.3,0.53
ILECH44,"Lech, AT",4869,3/14/23,45.7,34.4,28,1.04
ILECH44,"Lech, AT",4869,3/15/23,33.6,26.4,18.5,1.04
ILECH44,"Lech, AT",4869,3/16/23,51.1,30.9,14.4,0.05
ILECH44,"Lech, AT",4869,3/17/23,62.8,39.9,25.3,0
ILECH44,"Lech, AT",4869,3/18/23,55.2,39.5,29.8,0
ILECH44,"Lech, AT",4869,3/19/23,49.6,39.6,33.4,0.06
ILECH44,"Lech, AT",4869,3/20/23,45,37.4,31.6,0.06
ILECH44,"Lech, AT",4869,3/21/23,55.2,39.9,31.5,0.01
ILECH44,"Lech, AT",4869,3/22/23,59,42.3,29.8,0
ILECH44,"Lech, AT",4869,3/23/23,55,42.6,31.6,0
ILECH44,"Lech, AT",4869,3/24/23,52.5,40.2,34.9,0.52
ILECH44,"Lech, AT",4869,3/25/23,42.1,35.9,30.9,0.52
ILECH44,"Lech, AT",4869,3/26/23,40.5,34.1,29.7,0.12
ILECH44,"Lech, AT",4869,3/27/23,30.7,26.2,21.4,0.12
ILECH44,"Lech, AT",4869,3/28/23,38.5,27.4,21.4,0.09
ILECH44,"Lech, AT",4869,3/29/23,45.1,35.7,26.2,0.32
ILECH44,"Lech, AT",4869,3/30/23,50.5,38.8,34.5,0.61
ILECH44,"Lech, AT",4869,3/31/23,42.8,36.3,32.7,0.61
ILECH44,"Lech, AT",4869,2/1/23,34,27.9,18,0.04
ILECH44,"Lech, AT",4869,2/2/23,29.8,27.6,25.5,0.01
ILECH44,"Lech, AT",4869,2/3/23,39.2,30.6,21.4,0.09
ILECH44,"Lech, AT",4869,2/4/23,34.9,30.3,19.4,0.09
ILECH44,"Lech, AT",4869,2/5/23,33.4,21.3,10.9,0.09
ILECH44,"Lech, AT",4869,2/6/23,29.8,23.7,14.4,0.01
ILECH44,"Lech, AT",4869,2/7/23,34.3,13,1.9,0.01
ILECH44,"Lech, AT",4869,2/8/23,33.4,9.3,-2.2,0
ILECH44,"Lech, AT",4869,2/9/23,34.2,13.7,-0.4,0
ILECH44,"Lech, AT",4869,2/10/23,39.2,13.5,1.9,0
ILECH44,"Lech, AT",4869,2/11/23,45.5,24.2,7.5,0.04
ILECH44,"Lech, AT",4869,2/12/23,50.2,27.9,16.9,0.04
ILECH44,"Lech, AT",4869,2/13/23,50.2,27.4,16,0
ILECH44,"Lech, AT",4869,2/14/23,52.2,26.3,13.8,0
ILECH44,"Lech, AT",4869,2/15/23,54.3,29,15.8,0
ILECH44,"Lech, AT",4869,2/16/23,49.5,30.5,18,0
ILECH44,"Lech, AT",4869,2/17/23,44.6,36.7,31.6,0.05
ILECH44,"Lech, AT",4869,2/18/23,54.9,42,30.7,0.05
ILECH44,"Lech, AT",4869,2/19/23,45.7,37.5,30.4,0.02
ILECH44,"Lech, AT",4869,2/20/23,54,36.2,26.6,0.02
ILECH44,"Lech, AT",4869,2/21/23,54.1,33.2,22.1,0
ILECH44,"Lech, AT",4869,2/22/23,54.3,33.9,20.1,0
ILECH44,"Lech, AT",4869,2/23/23,45.3,35.5,27.7,0.01
ILECH44,"Lech, AT",4869,2/24/23,49.1,35.5,25.5,0.04
ILECH44,"Lech, AT",4869,2/25/23,34,28.4,21.4,0.05
ILECH44,"Lech, AT",4869,2/26/23,21.6,18,15.4,0.05
ILECH44,"Lech, AT",4869,2/27/23,24.8,19.5,14.9,0
ILECH44,"Lech, AT",4869,2/28/23,36,22.4,10.8,0.13
ILECH44,"Lech, AT",4869,1/1/23,46.4,34.9,30.7,0.07
ILECH44,"Lech, AT",4869,1/2/23,50.4,36.3,30,0
ILECH44,"Lech, AT",4869,1/3/23,39.4,34.8,31.6,0.13
ILECH44,"Lech, AT",4869,1/4/23,39,32.3,25.2,0.13
ILECH44,"Lech, AT",4869,1/5/23,42.1,37.8,30.9,0.11
ILECH44,"Lech, AT",4869,1/6/23,42.1,29.3,24.3,0.11
ILECH44,"Lech, AT",4869,1/7/23,45.5,30.6,23.7,0.01
ILECH44,"Lech, AT",4869,1/8/23,42.3,32.9,22.8,0.01
ILECH44,"Lech, AT",4869,1/9/23,37.9,30.2,27,0.02
ILECH44,"Lech, AT",4869,1/10/23,29.8,24.3,15.6,0.02
ILECH44,"Lech, AT",4869,1/11/23,36.5,30.8,23.4,0.23
ILECH44,"Lech, AT",4869,1/12/23,36,28.5,21.4,0.23
ILECH44,"Lech, AT",4869,1/13/23,41.7,31.2,24.1,0.17
ILECH44,"Lech, AT",4869,1/14/23,38.3,30.2,20.8,0.17
ILECH44,"Lech, AT",4869,1/15/23,44.6,30.7,17.1,0.19
ILECH44,"Lech, AT",4869,1/16/23,32,22,9.9,0.19
ILECH44,"Lech, AT",4869,1/17/23,29.1,21.4,11.5,0
ILECH44,"Lech, AT",4869,1/18/23,30.2,21.5,15.6,0.09
ILECH44,"Lech, AT",4869,1/19/23,21.2,14.5,1.2,0.09
ILECH44,"Lech, AT",4869,1/20/23,19.9,11.3,-0.4,0
ILECH44,"Lech, AT",4869,1/21/23,18.7,17.1,16.2,0
ILECH44,"Lech, AT",4869,1/22/23,22.3,16.6,12.4,0
ILECH44,"Lech, AT",4869,1/23/23,22.5,18.8,8.8,0
ILECH44,"Lech, AT",4869,1/24/23,36.1,16.6,7.7,0
ILECH44,"Lech, AT",4869,1/25/23,36.5,15.7,7.7,0
ILECH44,"Lech, AT",4869,1/26/23,32.5,13.3,5.4,0
ILECH44,"Lech, AT",4869,1/27/23,21.6,14.9,6.4,0
ILECH44,"Lech, AT",4869,1/28/23,27,19,12.2,0
ILECH44,"Lech, AT",4869,1/29/23,34.2,16.5,6.6,0
ILECH44,"Lech, AT",4869,1/30/23,37.6,21.5,9.3,0
ILECH44,"Lech, AT",4869,1/31/23,36.5,25.3,12.6,0.04
ILECH44,"Lech, AT",4869,12/1/22,32,24.8,19,0.09
ILECH44,"Lech, AT",4869,12/2/22,29.5,23.3,16.2,0
ILECH44,"Lech, AT",4869,12/3/22,37.2,23,13.8,0.01
ILECH44,"Lech, AT",4869,12/4/22,42.6,28.1,19.6,0.01
ILECH44,"Lech, AT",4869,12/5/22,33.4,27.7,20.3,0
ILECH44,"Lech, AT",4869,12/6/22,37.2,20.1,11.5,0.1
ILECH44,"Lech, AT",4869,12/7/22,35.1,24.1,18.1,0.1
ILECH44,"Lech, AT",4869,12/8/22,29.3,16.6,9.7,0
ILECH44,"Lech, AT",4869,12/9/22,35.4,26.8,17.4,0
ILECH44,"Lech, AT",4869,12/10/22,32.4,26.3,19.4,0
ILECH44,"Lech, AT",4869,12/11/22,19.4,13.4,0,0
ILECH44,"Lech, AT",4869,12/12/22,24.3,7.2,-1.5,0
ILECH44,"Lech, AT",4869,12/13/22,26.4,15.5,0.5,0
ILECH44,"Lech, AT",4869,12/14/22,40.8,33.1,26.2,0.12
ILECH44,"Lech, AT",4869,12/15/22,36.1,33.2,30,0.12
ILECH44,"Lech, AT",4869,12/16/22,32.7,29,23.4,0.02
ILECH44,"Lech, AT",4869,12/17/22,25.7,15.2,4.6,0.05
ILECH44,"Lech, AT",4869,12/18/22,26.2,13.6,4.5,0.05
ILECH44,"Lech, AT",4869,12/19/22,42.1,31.7,22.6,0
ILECH44,"Lech, AT",4869,12/20/22,40.1,33.4,27.3,0.05
ILECH44,"Lech, AT",4869,12/21/22,39.6,35.3,32.7,0.08
ILECH44,"Lech, AT",4869,12/22/22,44.4,35.2,29.3,0.08
ILECH44,"Lech, AT",4869,12/23/22,43.2,37.6,34.5,1.81
ILECH44,"Lech, AT",4869,12/24/22,38.3,35.4,32.7,1.95
ILECH44,"Lech, AT",4869,12/25/22,44.8,34.5,29.3,0.68
ILECH44,"Lech, AT",4869,12/26/22,41.4,32.5,26.8,0.29
ILECH44,"Lech, AT",4869,12/27/22,35.1,30.7,21.7,0.35
ILECH44,"Lech, AT",4869,12/28/22,35.8,24.6,19,0.06
ILECH44,"Lech, AT",4869,12/29/22,39.4,28.2,19,0.05
ILECH44,"Lech, AT",4869,12/30/22,39.6,33.6,27.9,0.23
ILECH44,"Lech, AT",4869,12/31/22,44.2,37.3,32.9,0.31
ILECH44,"Lech, AT",4869,11/1/22,57.2,45.5,35.6,0
ILECH44,"Lech, AT",4869,11/2/22,45.9,38.5,32,0
ILECH44,"Lech, AT",4869,11/3/22,57.7,42,29.1,0.01
ILECH44,"Lech, AT",4869,11/4/22,42.3,34.2,31.1,0.39
ILECH44,"Lech, AT",4869,11/5/22,37.8,34,30.7,0.39
ILECH44,"Lech, AT",4869,11/6/22,45.1,32,23.2,0.24
ILECH44,"Lech, AT",4869,11/7/22,49.8,35.8,27.7,0.01
ILECH44,"Lech, AT",4869,11/8/22,55,34,25.7,0
ILECH44,"Lech, AT",4869,11/9/22,56.1,38.8,27.7,0.26
ILECH44,"Lech, AT",4869,11/10/22,51.8,38.6,29.1,0.28
ILECH44,"Lech, AT",4869,11/11/22,52.3,35.4,27.1,0.14
ILECH44,"Lech, AT",4869,11/12/22,52.5,36.2,27.7,0.01
ILECH44,"Lech, AT",4869,11/13/22,59.4,36.1,27.1,0
ILECH44,"Lech, AT",4869,11/14/22,50.9,39.6,29.5,0
ILECH44,"Lech, AT",4869,11/15/22,53.8,35.4,25.9,0
ILECH44,"Lech, AT",4869,11/16/22,42.6,38.4,29.3,0.28
ILECH44,"Lech, AT",4869,11/17/22,46.4,37.8,31.6,0.28
ILECH44,"Lech, AT",4869,11/18/22,36.1,33.1,27.1,0.25
ILECH44,"Lech, AT",4869,11/19/22,38.7,31,27.3,0.25
ILECH44,"Lech, AT",4869,11/20/22,35.2,30.1,25,0.04
ILECH44,"Lech, AT",4869,11/21/22,39.7,30.3,24.3,0.15
ILECH44,"Lech, AT",4869,11/22/22,34,30.1,28.2,0.15
ILECH44,"Lech, AT",4869,11/23/22,36.3,26.9,18.3,0.03
ILECH44,"Lech, AT",4869,11/24/22,37.4,30.1,19,0.09
ILECH44,"Lech, AT",4869,11/25/22,43.7,29.7,19.4,0.15
ILECH44,"Lech, AT",4869,11/26/22,38.1,27.9,13.6,0.15
ILECH44,"Lech, AT",4869,11/27/22,34.5,19.7,10.8,0.15
ILECH44,"Lech, AT",4869,11/28/22,41.2,33.4,25.5,0.03
ILECH44,"Lech, AT",4869,11/29/22,35.4,32.2,30,0.05
ILECH44,"Lech, AT",4869,11/30/22,34.5,30.7,27.9,0.09
ILECH44,"Lech, AT",4869,10/1/22,48,41.7,33.8,1.86
ILECH44,"Lech, AT",4869,10/2/22,55.2,49.5,43.9,2.15
ILECH44,"Lech, AT",4869,10/3/22,58.1,46.9,36.3,1.26
ILECH44,"Lech, AT",4869,10/4/22,66.6,43.6,30.6,0.13
ILECH44,"Lech, AT",4869,10/6/22,61.5,46.1,34.3,0
ILECH44,"Lech, AT",4869,10/7/22,65.3,46.5,34.5,0
ILECH44,"Lech, AT",4869,10/8/22,55.8,44.4,35.6,0.13
ILECH44,"Lech, AT",4869,10/9/22,52.9,45.6,40.5,0.13
ILECH44,"Lech, AT",4869,10/10/22,57.4,46.1,38.5,0.05
ILECH44,"Lech, AT",4869,10/11/22,59,45.1,35.4,0.01
ILECH44,"Lech, AT",4869,10/12/22,58.8,48,39.2,0.01
ILECH44,"Lech, AT",4869,10/13/22,56.3,43.9,34.2,0.29
ILECH44,"Lech, AT",4869,10/14/22,53.4,45.8,41.4,0.36
ILECH44,"Lech, AT",4869,10/15/22,61.5,49.9,43.7,0.4
ILECH44,"Lech, AT",4869,10/16/22,65.1,46.6,41,0.4
ILECH44,"Lech, AT",4869,10/17/22,68.7,47.7,34.5,0
ILECH44,"Lech, AT",4869,10/18/22,65.5,49,36.7,0
ILECH44,"Lech, AT",4869,10/19/22,64.9,47.3,36.3,0
ILECH44,"Lech, AT",4869,10/20/22,68.5,50.1,37.8,0
ILECH44,"Lech, AT",4869,10/21/22,57.6,50.1,46.2,0.08
ILECH44,"Lech, AT",4869,10/22/22,58.5,46.4,36.5,0.69
ILECH44,"Lech, AT",4869,10/23/22,66.2,49.2,35.6,0.69
ILECH44,"Lech, AT",4869,10/24/22,55.8,46.5,40.8,1.54
ILECH44,"Lech, AT",4869,10/25/22,56.8,44.2,36.9,1.54
ILECH44,"Lech, AT",4869,10/26/22,58.6,46.1,37.8,0.15
ILECH44,"Lech, AT",4869,10/27/22,68.2,44.8,33.4,0.15
ILECH44,"Lech, AT",4869,10/28/22,69.6,46.8,36,0
ILECH44,"Lech, AT",4869,10/29/22,70.7,47.8,37.9,0
ILECH44,"Lech, AT",4869,10/30/22,71.8,47.4,38.1,0
ILECH44,"Lech, AT",4869,10/31/22,67.6,46.1,34.5,0
ILECH44,"Lech, AT",4869,9/1/22,58.6,52.5,48.9,0.23
ILECH44,"Lech, AT",4869,9/2/22,70.3,55.1,40.6,0.07
ILECH44,"Lech, AT",4869,9/3/22,67.3,52.9,44.8,0.15
ILECH44,"Lech, AT",4869,9/4/22,65.8,54.2,44.8,0.12
ILECH44,"Lech, AT",4869,9/5/22,70.3,55.3,43.9,0
ILECH44,"Lech, AT",4869,9/6/22,70.7,56.3,48,0.25
ILECH44,"Lech, AT",4869,9/7/22,69.3,58.2,48.7,0.27
ILECH44,"Lech, AT",4869,9/8/22,61.9,53.7,48.6,0.79
ILECH44,"Lech, AT",4869,9/9/22,54.9,49.9,45.9,0.79
ILECH44,"Lech, AT",4869,9/10/22,54.9,47,45.1,0.48
ILECH44,"Lech, AT",4869,9/11/22,54.1,46.8,38.7,0.39
ILECH44,"Lech, AT",4869,9/12/22,70.2,48.5,33.8,0.38
ILECH44,"Lech, AT",4869,9/13/22,75.7,57.2,40.6,0.01
ILECH44,"Lech, AT",4869,9/14/22,71.6,58.3,51.6,0.45
ILECH44,"Lech, AT",4869,9/15/22,59.4,53.2,48.7,0.63
ILECH44,"Lech, AT",4869,9/16/22,55.6,47.8,38.7,0.64
ILECH44,"Lech, AT",4869,9/17/22,39.4,34.9,32.5,0.91
ILECH44,"Lech, AT",4869,9/18/22,49.5,38.7,33.1,1.01
ILECH44,"Lech, AT",4869,9/19/22,45.7,38.2,34.2,0.91
ILECH44,"Lech, AT",4869,9/20/22,47.5,38.4,29.8,0.43
ILECH44,"Lech, AT",4869,9/21/22,52.2,39.3,31.5,0
ILECH44,"Lech, AT",4869,9/22/22,54.7,39.7,28.2,0
ILECH44,"Lech, AT",4869,9/23/22,62.1,43.6,30.4,0
ILECH44,"Lech, AT",4869,9/24/22,52.3,44.7,38.5,0.04
ILECH44,"Lech, AT",4869,9/25/22,51.6,44.4,41,0.46
ILECH44,"Lech, AT",4869,9/26/22,49.6,41.8,37.9,0.49
ILECH44,"Lech, AT",4869,9/27/22,43,39,34.9,0.39
ILECH44,"Lech, AT",4869,9/28/22,47.5,38.1,33.3,0.98
ILECH44,"Lech, AT",4869,9/29/22,41.7,38,33.3,1.03
ILECH44,"Lech, AT",4869,9/30/22,45.5,40.9,37.9,0.38
ILECH44,"Lech, AT",4869,8/1/22,71.4,61.5,52,0.15
ILECH44,"Lech, AT",4869,8/2/22,71.2,60,49.5,0.43
ILECH44,"Lech, AT",4869,8/3/22,77,62.2,46,0.01
ILECH44,"Lech, AT",4869,8/4/22,79.5,65.6,51.1,0
ILECH44,"Lech, AT",4869,8/5/22,78.4,62.9,55,0.59
ILECH44,"Lech, AT",4869,8/6/22,61.2,56.8,53.8,0.6
ILECH44,"Lech, AT",4869,8/7/22,64.2,57.5,53.2,0.03
ILECH44,"Lech, AT",4869,8/8/22,67.3,58.9,50.5,0
ILECH44,"Lech, AT",4869,8/9/22,69.6,56.8,43.3,0
ILECH44,"Lech, AT",4869,8/10/22,70.3,56.6,43.2,0
ILECH44,"Lech, AT",4869,8/11/22,73,57.9,44.2,0
ILECH44,"Lech, AT",4869,8/12/22,67.3,55.4,45.3,0
ILECH44,"Lech, AT",4869,8/13/22,47.8,43.5,40.1,0
ILECH44,"Lech, AT",4869,8/14/22,75.7,61.1,41.2,0
ILECH44,"Lech, AT",4869,8/15/22,66.7,55.1,50.9,0.84
ILECH44,"Lech, AT",4869,8/16/22,71.2,58.2,43.5,0.84
ILECH44,"Lech, AT",4869,8/17/22,78.1,60.8,48.4,0.02
ILECH44,"Lech, AT",4869,8/18/22,66.4,58.2,54.3,0.29
ILECH44,"Lech, AT",4869,8/19/22,58.3,53.7,51.3,2.88
ILECH44,"Lech, AT",4869,8/20/22,64.6,54.6,51.4,3.62
ILECH44,"Lech, AT",4869,8/21/22,65.5,54.6,42.8,0.74
ILECH44,"Lech, AT",4869,8/22/22,65.1,53.6,41.2,0
ILECH44,"Lech, AT",4869,8/23/22,66.7,53.5,41,0
ILECH44,"Lech, AT",4869,8/24/22,69.4,54.3,39.2,0
ILECH44,"Lech, AT",4869,8/25/22,73.4,57.5,42.8,0
ILECH44,"Lech, AT",4869,8/26/22,71.6,58,46.4,0.02
ILECH44,"Lech, AT",4869,8/27/22,62.4,56.4,53.1,0.4
ILECH44,"Lech, AT",4869,8/28/22,65.3,57.7,46.4,0
ILECH44,"Lech, AT",4869,8/29/22,69.6,58.4,47.7,0
ILECH44,"Lech, AT",4869,8/30/22,72.7,58.7,45.7,0.01
ILECH44,"Lech, AT",4869,8/31/22,55.4,52.5,50,0.23
ILECH44,"Lech, AT",4869,7/1/22,57.6,50.9,46.2,0.55
ILECH44,"Lech, AT",4869,7/2/22,72.9,57.8,42.4,0.55
ILECH44,"Lech, AT",4869,7/3/22,77.5,67.2,50,0
ILECH44,"Lech, AT",4869,7/4/22,70.7,57.2,52,0.72
ILECH44,"Lech, AT",4869,7/5/22,63.5,55.5,49.5,0.72
ILECH44,"Lech, AT",4869,7/6/22,64.6,56.2,47.3,0.37
ILECH44,"Lech, AT",4869,7/7/22,61,52.4,46.9,0.47
ILECH44,"Lech, AT",4869,7/8/22,60.8,52.7,44.8,0.52
ILECH44,"Lech, AT",4869,7/9/22,64.2,52.6,38.5,0
ILECH44,"Lech, AT",4869,7/10/22,57.9,53.5,49.5,0
ILECH44,"Lech, AT",4869,7/11/22,65.7,55,42.8,0
ILECH44,"Lech, AT",4869,7/12/22,67.8,55.4,41.9,0
ILECH44,"Lech, AT",4869,7/13/22,75.9,59.5,40.8,0
ILECH44,"Lech, AT",4869,7/14/22,82,67.2,53.6,0
ILECH44,"Lech, AT",4869,7/15/22,71.1,61.6,54.1,0
ILECH44,"Lech, AT",4869,7/16/22,70.3,59.2,48.4,0
ILECH44,"Lech, AT",4869,7/17/22,73.4,58.8,43.3,0
ILECH44,"Lech, AT",4869,7/18/22,76.5,61.9,46.4,0
ILECH44,"Lech, AT",4869,7/19/22,81.9,65,46.6,0
ILECH44,"Lech, AT",4869,7/20/22,80.4,63.9,52.5,0
ILECH44,"Lech, AT",4869,7/21/22,66,60.7,56.5,0.01
ILECH44,"Lech, AT",4869,7/22/22,83.7,65.2,48.7,0.18
ILECH44,"Lech, AT",4869,7/23/22,69.3,61.9,55.8,0.24
ILECH44,"Lech, AT",4869,7/24/22,75.6,63.4,50.7,0.24
ILECH44,"Lech, AT",4869,7/25/22,81.5,63.3,52.7,0.85
ILECH44,"Lech, AT",4869,7/26/22,60.8,56.2,53.1,1.14
ILECH44,"Lech, AT",4869,7/27/22,65.8,57.2,49.6,1.14
ILECH44,"Lech, AT",4869,7/28/22,77,58.5,44.6,0.58
ILECH44,"Lech, AT",4869,7/29/22,67.6,55.5,48.2,1.47
ILECH44,"Lech, AT",4869,7/30/22,63,54.7,49.5,1.48
ILECH44,"Lech, AT",4869,7/31/22,67.8,57.9,51.3,0.21
ILECH44,"Lech, AT",4869,6/1/22,61.3,50.1,42.4,0.35
ILECH44,"Lech, AT",4869,6/2/22,64.8,54.1,46.2,0.42
ILECH44,"Lech, AT",4869,6/3/22,73,50.9,44.1,0.07
ILECH44,"Lech, AT",4869,6/4/22,77.4,60.6,43.2,0
ILECH44,"Lech, AT",4869,6/5/22,68.7,54.7,47.3,0.69
ILECH44,"Lech, AT",4869,6/6/22,65.5,54.5,42.1,0.69
ILECH44,"Lech, AT",4869,6/7/22,55.8,50.1,45.9,0.97
ILECH44,"Lech, AT",4869,6/8/22,63.7,51.9,45.5,0.97
ILECH44,"Lech, AT",4869,6/9/22,50.5,43.6,36.9,1.21
ILECH44,"Lech, AT",4869,6/10/22,56.7,49.4,41.2,1.24
ILECH44,"Lech, AT",4869,6/11/22,67.5,50.7,36.7,0.02
ILECH44,"Lech, AT",4869,6/12/22,75.7,57.9,38.3,0
ILECH44,"Lech, AT",4869,6/13/22,60.3,53.4,43.7,0.53
ILECH44,"Lech, AT",4869,6/14/22,72.1,55.8,39.4,0.53
ILECH44,"Lech, AT",4869,6/15/22,76.5,60.2,42.8,0
ILECH44,"Lech, AT",4869,6/16/22,70,57.4,46.9,0.53
ILECH44,"Lech, AT",4869,6/17/22,70,59.5,48.6,0.53
ILECH44,"Lech, AT",4869,6/18/22,79.5,62.7,43.9,0
ILECH44,"Lech, AT",4869,6/19/22,85.1,67.3,49.5,0
ILECH44,"Lech, AT",4869,6/20/22,76.1,62.9,50.2,0
ILECH44,"Lech, AT",4869,6/21/22,78.6,64.2,50.7,0.18
ILECH44,"Lech, AT",4869,6/22/22,63.7,57,51.3,1.26
ILECH44,"Lech, AT",4869,6/23/22,73.4,59.8,46.6,1.26
ILECH44,"Lech, AT",4869,6/24/22,63.1,55.4,47.3,1.1
ILECH44,"Lech, AT",4869,6/25/22,68.2,57.2,45.7,1.1
ILECH44,"Lech, AT",4869,6/26/22,77.4,60.9,46.8,0
ILECH44,"Lech, AT",4869,6/27/22,80.2,60.4,51.3,0.39
ILECH44,"Lech, AT",4869,6/28/22,61,54.6,50.7,0.39
ILECH44,"Lech, AT",4869,6/29/22,63.9,56.7,50.9,0.18
ILECH44,"Lech, AT",4869,5/1/22,49.1,39.4,33.8,0.39
ILECH44,"Lech, AT",4869,5/2/22,52.9,41.6,29.3,0
ILECH44,"Lech, AT",4869,5/3/22,55.2,43.2,31.1,0.09
ILECH44,"Lech, AT",4869,5/4/22,53.2,44,37.4,0.1
ILECH44,"Lech, AT",4869,5/5/22,53.8,44.4,35.8,0.65
ILECH44,"Lech, AT",4869,5/6/22,47.3,42.6,38.8,0.75
ILECH44,"Lech, AT",4869,5/7/22,47.5,43.6,40.8,0.37
ILECH44,"Lech, AT",4869,5/8/22,52.9,47.5,42.1,0.06
